,Host,populationTrend
3687,Eliurus carletoni,Unknown
3688,Cryptotis mam,Unknown
3689,Cryptotis lacertosus,Unknown
3690,Sylvisorex corbeti,Unknown
3691,Fukomys vandewoestijneae,Unknown
3692,Fukomys ilariae,Unknown
3693,Lagidium ahuacaense,Unknown
3694,Crocidura cranbrooki,Unknown
3695,Crocidura annamitensis,Unknown
3696,Crocidura guy,Unknown
3697,Crocidura panayensis,Unknown
3698,Rhipidomys itoan,Unknown
3699,Rhipidomys tribei,Unknown
3700,Musseromys gulantang,Unknown
3701,Akodon polopi,Stable
3702,Macaca sylvanus,Decreasing
3703,Addax nasomaculatus,Decreasing
3704,Aepyceros melampus,Stable
3705,Ammodorcas clarkei,Decreasing
3706,Antilope cervicapra,Unknown
3707,Cephalophus adersi,Decreasing
3708,Cephalophus callipygus,Decreasing
3709,Cephalophus jentinki,Decreasing
3710,Cephalophus leucogaster,Decreasing
3711,Philantomba maxwellii,Decreasing
3712,Philantomba monticola,Decreasing
3713,Cephalophus natalensis,Decreasing
3714,Cephalophus niger,Decreasing
3715,Cephalophus nigrifrons,Decreasing
3716,Cephalophus ogilbyi,Decreasing
3717,Cephalophus rufilatus,Decreasing
3718,Cephalophus silvicultor,Decreasing
3719,Cephalophus spadix,Decreasing
3720,Cephalophus weynsi,Decreasing
3721,Cephalophus zebra,Decreasing
3722,Cephalophus harveyi,Decreasing
3723,Connochaetes gnou,Increasing
3724,Beatragus hunteri,Decreasing
3725,Damaliscus lunatus,Decreasing
3726,Dorcatragus megalotis,Decreasing
3727,Gazella cuvieri,Decreasing
3728,Nanger dama,Decreasing
3729,Gazella dorcas,Decreasing
3730,Gazella gazella,Decreasing
3731,Nanger granti,Decreasing
3732,Gazella leptoceros,Decreasing
3733,Eudorcas rufifrons,Decreasing
3734,Gazella spekei,Decreasing
3735,Gazella subgutturosa,Decreasing
3736,Gazella marica,Decreasing
3737,Gazella bennettii,Decreasing
3738,Gazella saudiya,
3739,Gazella bilkis,
3740,Eudorcas tilonura,Decreasing
3741,Eudorcas albonotata,Stable
3742,Hippotragus equinus,Decreasing
3743,Hippotragus leucophaeus,
3744,Hippotragus niger,Stable
3745,Hyemoschus aquaticus,Decreasing
3746,Kobus leche,Decreasing
3747,Kobus megaceros,Decreasing
3748,Kobus ellipsiprymnus,Decreasing
3749,Kobus kob,Decreasing
3750,Kobus vardonii,Decreasing
3751,Litocranius walleri,Decreasing
3752,Madoqua piacentinii,Decreasing
3753,Madoqua saltiana,Stable
3754,Madoqua guentheri,Stable
3755,Madoqua kirkii,Stable
3756,Neotragus pygmaeus,Decreasing
3757,Neotragus batesi,Unknown
3758,Nesotragus moschatus,Stable
3759,Oreotragus oreotragus,Stable
3760,Oryx dammah,
3761,Oryx leucoryx,Stable
3762,Oryx beisa,Decreasing
3763,Ourebia ourebi,Decreasing
3764,Pantholops hodgsonii,Increasing
3765,Pelea capreolus,Decreasing
3766,Procapra przewalskii,Increasing
3767,Raphicerus melanotis,Stable
3768,Raphicerus sharpei,Stable
3769,Raphicerus campestris,Stable
3770,Redunca arundinum,Stable
3771,Redunca fulvorufula,Decreasing
3772,Redunca redunca,Decreasing
3773,Saiga tatarica,Decreasing
3774,Sylvicapra grimmia,Decreasing
3775,Syncerus caffer,Decreasing
3776,Tetracerus quadricornis,Decreasing
3777,Damaliscus pygargus,Increasing
3778,Tragelaphus derbianus,Decreasing
3779,Nanger soemmerringii,Decreasing
3780,Balaena mysticetus,Increasing
3781,Balaenoptera acutorostrata,Unknown
3782,Balaenoptera edeni,Unknown
3783,Balaenoptera physalus,Increasing
3784,Balaenoptera bonaerensis,Unknown
3785,Berardius bairdii,Unknown
3786,Caperea marginata,Unknown
3787,Cephalorhynchus eutropia,Decreasing
3788,Cephalorhynchus heavisidii,Unknown
3789,Delphinapterus leucas,Unknown
3790,Delphinus delphis,Unknown
3791,Eschrichtius robustus,Stable
3792,Eubalaena australis,Unknown
3793,Feresa attenuata,Unknown
3794,Globicephala macrorhynchus,Unknown
3795,Globicephala melas,Unknown
3796,Grampus griseus,Unknown
3797,Hyperoodon ampullatus,Unknown
3798,Hyperoodon planifrons,Unknown
3799,Inia geoffrensis,Decreasing
3800,Kogia breviceps,Unknown
3801,Kogia sima,Unknown
3802,Lagenodelphis hosei,Unknown
3803,Lagenorhynchus acutus,Unknown
3804,Lagenorhynchus albirostris,Unknown
3805,Lagenorhynchus australis,Unknown
3806,Lagenorhynchus cruciger,Unknown
3807,Lagenorhynchus obliquidens,Unknown
3808,Lipotes vexillifer,Decreasing
3809,Lissodelphis borealis,Unknown
3810,Lissodelphis peronii,Unknown
3811,Megaptera novaeangliae,Increasing
3812,Mesoplodon bidens,Unknown
3813,Mesoplodon bowdoini,Unknown
3814,Mesoplodon carlhubbsi,Unknown
3815,Mesoplodon densirostris,Unknown
3816,Mesoplodon europaeus,Unknown
3817,Mesoplodon grayi,Unknown
3818,Mesoplodon hectori,Unknown
3819,Mesoplodon layardii,Unknown
3820,Mesoplodon mirus,Unknown
3821,Mesoplodon peruvianus,Unknown
3822,Mesoplodon stejnegeri,Decreasing
3823,Monodon monoceros,Unknown
3824,Orcinus orca,Unknown
3825,Peponocephala electra,Unknown
3826,Phocoena phocoena,Unknown
3827,Phocoena sinus,Decreasing
3828,Phocoena spinipinnis,Unknown
3829,Phocoenoides dalli,Unknown
3830,Stenella attenuata,Unknown
3831,Stenella clymene,Unknown
3832,Stenella coeruleoalba,Unknown
3833,Stenella frontalis,Unknown
3834,Tasmacetus shepherdi,Unknown
3835,Ziphius cavirostris,Unknown
3836,Indopacetus pacificus,Unknown
3837,Eubalaena japonica,Unknown
3838,Tursiops aduncus,Unknown
3839,Phocoena dioptrica,Unknown
3840,Neophocaena asiaeorientalis,Decreasing
3841,Mesoplodon perrini,Decreasing
3842,Mesoplodon traversii,Unknown
3843,Sotalia fluviatilis,Decreasing
3844,Neophocaena phocaenoides,Decreasing
3845,Cricetomys gambianus,Stable
3846,Cryptomys hottentotus,Stable
3847,Otomys irroratus,Decreasing
3848,Myosorex cafer,Decreasing
3849,Aethomys ineptus,Unknown
3850,Acinonyx jubatus,Decreasing
3851,Felis bieti,Decreasing
3852,Felis chaus,Decreasing
3853,Felis margarita,Unknown
3854,Felis silvestris,Decreasing
3855,Herpailurus yagouaroundi,Decreasing
3856,Leopardus tigrinus,Decreasing
3857,Leopardus wiedii,Decreasing
3858,Lynx rufus,Stable
3859,Leopardus geoffroyi,Stable
3860,Leopardus guigna,Decreasing
3861,Leopardus jacobita,Decreasing
3862,Panthera tigris,Decreasing
3863,Prionailurus bengalensis,Stable
3864,Prionailurus planiceps,Decreasing
3865,Prionailurus rubiginosus,Decreasing
3866,Prionailurus viverrinus,Decreasing
3867,Caracal aurata,Decreasing
3868,Panthera uncia,Decreasing
3869,Bubalus mindorensis,Decreasing
3870,Okapia johnstoni,Decreasing
3871,Marmosops pakaraimae,Unknown
3872,Thylamys pallidior,Unknown
3873,Monodelphis peruviana,Unknown
3874,Leopardus guttulus,Decreasing
3875,Crocidura mindorus,Unknown
3876,Muntiacus muntjak,Decreasing
3877,Vulpes lagopus,Stable
3878,Vulpes velox,Stable
3879,Vulpes corsac,Unknown
3880,Otaria byronia,Stable
3881,Arctocephalus philippii,Increasing
3882,Cervus albirostris,Unknown
3883,Moschus chrysogaster,Decreasing
3884,Moschus fuscus,Decreasing
3885,Moschus moschiferus,Decreasing
3886,Moschus leucogaster,Decreasing
3887,Tragulus nigricans,Decreasing
3888,Tragulus javanicus,Unknown
3889,Tragulus napu,Decreasing
3890,Tragulus kanchil,Unknown
3891,Tragulus versicolor,Decreasing
3892,Tragulus williamsoni,Decreasing
3893,Moschiola indica,Unknown
3894,Moschus anhuiensis,Decreasing
3895,Moschus cupreus,Decreasing
3896,Moschiola kathygre,Unknown
3897,Vulpes macrotis,Decreasing
3898,Pseudois nayaur,Unknown
3899,Rhinolophus cohenae,Decreasing
3900,Rhinolophus mabuensis,Unknown
3901,Rhinolophus smithersi,Stable
3902,Rhinolophus mossambicus,Decreasing
3903,Mustela subpalmata,Increasing
3904,Arctocephalus gazella,Decreasing
3905,Neoromicia robertsi,Stable
3906,Neoromicia roseveari,Unknown
3907,Chaerephon atsinanana,Increasing
3908,Mops bakarii,Unknown
3909,Rhinolophus damarensis,Unknown
3910,Melogale cucphuongensis,Unknown
3911,Herpestes auropunctatus,Unknown
3912,Arctonyx hoevenii,Stable
3913,Arctonyx albogularis,Decreasing
3914,Mustela russelliana,Unknown
3915,Mustela tonkinensis,Unknown
3916,Pithecia hirsuta,Decreasing
3917,Pithecia napensis,Decreasing
3918,Pithecia isabela,Decreasing
3919,Bettongia anhydra,
3920,Mormopterus halli,Unknown
3921,Mormopterus ridei,Unknown
3922,Mormopterus cobourgianus,Unknown
3923,Mormopterus francoismoutoui,Increasing
3924,Nasuella meridensis,Decreasing
3925,Cuon alpinus,Decreasing
3926,Catagonus wagneri,Decreasing
3927,Axis kuhlii,Stable
3928,Moschiola meminna,Unknown
3929,Conilurus capricornensis,
3930,Pseudomys auritus,
3931,Myotis nyctor,Unknown
3932,Dryomys laniger,Unknown
3933,Aconaemys fuscus,Unknown
3934,Aconaemys sagei,Unknown
3935,Ctenomys australis,Decreasing
3936,Dasyprocta punctata,Stable
3937,Lagidium wolffsohni,Unknown
3938,Lagostomus maximus,Unknown
3939,Octodon degus,Unknown
3940,Octodon lunatus,Decreasing
3941,Octodon pacificus,Decreasing
3942,Octomys mimax,Unknown
3943,Spalacopus cyanus,Unknown
3944,Tympanoctomys barrerae,Unknown
3945,Lagostomus crassus,
3946,Tympanoctomys aureus,Decreasing
3947,Tympanoctomys loschalchalerosorum,Decreasing
3948,Rhipidomys ipukensis,Unknown
3949,Grammomys brevirostris,Unknown
3950,Cryptotis venezuelensis,Unknown
3951,Rucervus schomburgki,
3952,Vulpes bengalensis,Decreasing
3953,Cebus brunneus,Unknown
3954,Cerdocyon thous,Stable
3955,Cebus malitiosus,Decreasing
3956,Cebus versicolor,Decreasing
3957,Sousa plumbea,Decreasing
3958,Sousa sahulensis,Decreasing
3959,Dusicyon australis,
3960,Dusicyon avus,
3961,Parahyaena brunnea,Stable
3962,Rhinopoma cystops,Stable
3963,Rhinolophus willardi,Decreasing
3964,Rhinolophus kahuzi,Decreasing
3965,Rhinolophus schnitzleri,Unknown
3966,Rhinolophus xinanzhongguoensis,Decreasing
3967,Dermanura bogotensis,Stable
3968,Dermanura rava,Stable
3969,Rhinolophus mcintyrei,Unknown
3970,Rhinolophus proconsulis,Unknown
3971,Rhinolophus tatar,Unknown
3972,Rhinolophus chiewkweeae,Unknown
3973,Rhinolophus huananus,Unknown
3974,Rhinolophus indorouxii,Unknown
3975,Rhinolophus microglobosus,Stable
3976,Balionycteris seimundi,Stable
3977,Casinycteris campomaanensis,Unknown
3978,Desmalopex microleucopterus,Decreasing
3979,Epomophorus minor,Stable
3980,Megaloglossus azagnyi,Unknown
3981,Thoopterus suhaniahae,Stable
3982,Scotonycteris bergmansi,Unknown
3983,Scotonycteris occidentalis,Unknown
3984,Scotophilus andrewreborii,Unknown
3985,Scotophilus ejetai,Unknown
3986,Scotophilus livingstonii,Unknown
3987,Scotophilus trujilloi,Unknown
3988,Murina annamitica,Unknown
3989,Murina balaensis,Unknown
3990,Murina beelzebub,Unknown
3991,Murina bicolor,Unknown
3992,Murina gracilis,Unknown
3993,Murina recondita,Unknown
3994,Murina fionae,Unknown
3995,Murina lorelieae,Unknown
3996,Murina shuipuensis,Unknown
3997,Murina jaintiana,Unknown
3998,Murina pluvialis,Unknown
3999,Murina eleryi,Decreasing
4000,Murina feae,Unknown
4001,Murina walstoni,Unknown
4002,Murina harpioloides,Decreasing
4003,Dobsonia magna,Unknown
4004,Pteropus allenorum,
4005,Barbastella beijingensis,Unknown
4006,Eptesicus ognevi,Unknown
4007,Eptesicus anatolicus,Stable
4008,Eptesicus pachyomus,Unknown
4009,Eptesicus isabellinus,Unknown
4010,Eptesicus lobatus,Unknown
4011,Hypsugo bemainty,Unknown
4012,Hypsugo dolichodon,Unknown
4013,Hypsugo lanzai,Decreasing
4014,Nyctophilus corbeni,Decreasing
4015,Nyctophilus major,Decreasing
4016,Nyctophilus daedalus,Decreasing
4017,Otonycteris leucophaea,Unknown
4018,Lycalopex culpaeus,Stable
4019,Pipistrellus aladdin,Unknown
4020,Tylonycteris pygmaeus,Unknown
4021,Myotis annatessae,Unknown
4022,Myotis badius,Unknown
4023,Myotis secundus,Stable
4024,Myotis soror,Unknown
4025,Myotis indochinensis,Unknown
4026,Myotis petax,Stable
4027,Lycalopex gymnocercus,Stable
4028,Plecotus ariel,Unknown
4029,Plecotus turkmenicus,Unknown
4030,Plecotus kozlovi,Stable
4031,Plecotus wardi,Unknown
4032,Plecotus strelkovi,Unknown
4033,Plecotus homochrous,Unknown
4034,Submyotodon latirostris,Unknown
4035,Myotis sibiricus,Decreasing
4036,Myotis borneoensis,Unknown
4037,Myotis federatus,Unknown
4038,Myotis peytoni,Unknown
4039,Rusa unicolor,Decreasing
4040,Hipposideros tephrus,Unknown
4041,Hipposideros khasiana,Unknown
4042,Nyctereutes procyonoides,Stable
4043,Rhinolophus perditus,Decreasing
4044,Myotis escalerai,Unknown
4045,Myotis rufoniger,Unknown
4046,Pipistrellus grandidieri,Unknown
4047,Peropteryx pallidoptera,Unknown
4048,Nycticebus javanicus,Decreasing
4049,Tympanoctomys kirchnerorum,Unknown
4050,Ovibos moschatus,Stable
4051,Lycalopex sechurae,Unknown
4052,Herpestes ochraceus,Unknown
4053,Herpestes urva,Decreasing
4054,Martes gwatkinsii,Stable
4055,Galea comes,Unknown
4056,Galea leucoblephara,Unknown
4057,Cavia patzelti,Unknown
4058,Pteropus niger,Decreasing
4059,Coendou baturitensis,Unknown
4060,Sylvilagus gabbi,Unknown
4061,Lycalopex vetulus,Decreasing
4062,Ochotona mantchurica,Unknown
4063,Ochotona syrinx,Unknown
4064,Cynomops paranus,Unknown
4065,Cynomops milleri,Unknown
4066,Eumops wilsoni,Unknown
4067,Eumops delticus,Unknown
4068,Eumops nanus,Stable
4069,Eumops ferox,Stable
4070,Gazella arabica,Decreasing
4071,Pteronotus mesoamericanus,Unknown
4072,Pteronotus rubiginosus,Unknown
4073,Molossus alvarezi,Unknown
4074,Molossus bondae,Stable
4075,Promops davisoni,Unknown
4076,Chilonatalus macer,Unknown
4077,Anoura aequatoris,Stable
4078,Anoura cadenai,Unknown
4079,Anoura peruana,Stable
4080,Anoura geoffroyi,Stable
4081,Artibeus schwartzi,Unknown
4082,Artibeus aequatorialis,Stable
4083,Carollia monohernandezi,Unknown
4084,Carollia benkeithi,Stable
4085,Carollia castanea,Stable
4086,Lichonycteris degener,Unknown
4087,Micronycteris buriri,Unknown
4088,Micronycteris giovanniae,Unknown
4089,Micronycteris yatesi,Unknown
4090,Chrysocyon brachyurus,Unknown
4091,Lophostoma kalkoae,Unknown
4092,Lonchophylla pattoni,Unknown
4093,Lonchophylla cadenai,Unknown
4094,Lonchophylla orienticollina,Unknown
4095,Lonchophylla peracchii,Stable
4096,Thyroptera wynneae,Unknown
4097,Eptesicus taddeii,Unknown
4098,Lasiurus salinae,Unknown
4099,Myotis diminutus,Unknown
4100,Myotis izecksohni,Unknown
4101,Myotis lavali,Unknown
4102,Rhogeessa bickhami,Stable
4103,Rhogeessa menchuae,Unknown
4104,Rhogeessa velilla,Unknown
4105,Vampyrodes major,Unknown
4106,Sturnira bakeri,Unknown
4107,Sturnira burtonlimi,Unknown
4108,Sturnira angeli,Decreasing
4109,Sturnira parvidens,Stable
4110,Sturnira paulsoni,Decreasing
4111,Sturnira hondurensis,Stable
4112,Sturnira koopmanhilli,Unknown
4113,Sturnira perla,Unknown
4114,Sturnira ludovici,Unknown
4115,Platyrrhinus helleri,Stable
4116,Platyrrhinus incarum,Stable
4117,Platyrrhinus angustirostris,Stable
4118,Platyrrhinus aquilus,Unknown
4119,Platyrrhinus dorsalis,Unknown
4120,Platyrrhinus nitelinea,Unknown
4121,Gardnerycteris crenulatum,Stable
4122,Gardnerycteris koepckeae,Unknown
4123,Anoura caudifer,Unknown
4124,Philantomba walteri,Unknown
4125,Mus mayori,Unknown
4126,Solisorex pearsoni,Decreasing
4127,Biswamoyopterus laoensis,Unknown
4128,Funambulus obscurus,Decreasing
4129,Marmosops caucae,Stable
4130,Triaenops parvus,Unknown
4131,Crocidura ramona,Unknown
4132,Dasyprocta croconota,Unknown
4133,Dasyprocta variegata,Unknown
4134,Dasyprocta iacki,Unknown
4135,Equus grevyi,Stable
4136,Hippopotamus madagascariensis,
4137,Hippopotamus lemerlei,
4138,Isothrix orinoci,Unknown
4139,Thrichomys laurentius,Unknown
4140,Pattonomys carrikeri,Unknown
4141,Pattonomys flavidus,Unknown
4142,Pattonomys punctatus,Unknown
4143,Crocidura zimmermanni,Decreasing
4144,Gerbillus hesperinus,Decreasing
4145,Microtus bavaricus,Decreasing
4146,Microtus cabrerae,Decreasing
4147,Spermophilus citellus,Decreasing
4148,Capra cylindricornis,Stable
4149,Cryptotis perijensis,Unknown
4150,Microtus kermanensis,Unknown
4151,Sciurocheirus makandensis,Unknown
4152,Perodicticus edwardsi,Stable
4153,Perodicticus ibeanus,Decreasing
4154,Cercocebus lunulatus,Decreasing
4155,Cercocebus atys,Decreasing
4156,Perodicticus potto,Decreasing
4157,Papio cynocephalus,Stable
4158,Erythrocebus baumstarki,Decreasing
4159,Sicista trizona,Decreasing
4160,Allochrocebus lhoesti,Decreasing
4161,Gracilimus radix,Unknown
4162,Cercopithecus lowei,Decreasing
4163,Cercopithecus campbelli,Decreasing
4164,Cercopithecus diana,Decreasing
4165,Cercopithecus roloway,Decreasing
4166,Cercopithecus lomamiensis,Decreasing
4167,Cercopithecus denti,Decreasing
4168,Bunomys torajae,Unknown
4169,Bunomys karokophilus,Unknown
4170,Waiomys mamasae,Unknown
4171,Hyorhinomys stuempkei,Unknown
4172,Chaetodipus siccus,Unknown
4173,Dipodomys ornatus,Stable
4174,Piliocolobus gordonorum,Decreasing
4175,Piliocolobus preussi,Decreasing
4176,Piliocolobus pennantii,Decreasing
4177,Piliocolobus epieni,Decreasing
4178,Piliocolobus semlikiensis,Decreasing
4179,Piliocolobus foai,Decreasing
4180,Sciurocheirus alleni,Decreasing
4181,Neoromicia isabella,Unknown
4182,Otomops harrisoni,Decreasing
4183,Coleura kibomalandy,Unknown
4184,Asellia italosomalica,Unknown
4185,Asellia arabica,Unknown
4186,Hipposideros einnaythu,Unknown
4187,Hipposideros griffini,Decreasing
4188,Hipposideros pendleburyi,Decreasing
4189,Hipposideros alongensis,Decreasing
4190,Eudiscoderma thongareeae,Decreasing
4191,Hipposideros nicobarulae,Decreasing
4192,Paratriaenops pauliani,Unknown
4193,Triaenops afer,Unknown
4194,Glischropus bucephalus,Unknown
4195,Miniopterus brachytragos,Unknown
4196,Miniopterus mahafaliensis,Unknown
4197,Miniopterus aelleni,Unknown
4198,Miniopterus griffithsi,Unknown
4199,Miniopterus ambohitrensis,Unknown
4200,Miniopterus egeri,Unknown
4201,Miniopterus maghrebensis,Unknown
4202,Rhinopoma hadramauticum,Unknown
4203,Rhinolophus belligerator,Unknown
4204,Dyacopterus rickarti,Decreasing
4205,Pteropus coxi,
4206,Myotis formosus,Decreasing
4207,Piliocolobus lulindicus,Decreasing
4208,Thomasomys auricularis,Unknown
4209,Thomasomys australis,Unknown
4210,Thomasomys contradictus,Unknown
4211,Thomasomys dispar,Unknown
4212,Thomasomys emeritus,Unknown
4213,Thomasomys fumeus,Unknown
4214,Thomasomys nicefori,Unknown
4215,Thomasomys princeps,Unknown
4216,Cryptotis celaque,Unknown
4217,Cryptotis mccarthyi,Unknown
4218,Cryptotis cavatorculus,Unknown
4219,Bdeogale crassicauda,Unknown
4220,Genetta servalina,Unknown
4221,Pardofelis marmorata,Decreasing
4222,Catopuma temminckii,Decreasing
4223,Trichechus senegalensis,Unknown
4224,Echinops telfairi,Stable
4225,Geogale aurita,Unknown
4226,Hemicentetes nigriceps,Unknown
4227,Hemicentetes semispinosus,Unknown
4228,Limnogale mergulus,Decreasing
4229,Microgale brevicaudata,Decreasing
4230,Microgale grandidieri,Unknown
4231,Microgale cowani,Decreasing
4232,Microgale dobsoni,Decreasing
4233,Microgale drouhardi,Decreasing
4234,Microgale dryas,Decreasing
4235,Microgale fotsifotsy,Decreasing
4236,Microgale gracilis,Decreasing
4237,Microgale gymnorhyncha,Decreasing
4238,Microgale jenkinsae,Decreasing
4239,Microgale longicaudata,Decreasing
4240,Microgale majori,Decreasing
4241,Microgale monticola,Stable
4242,Microgale nasoloi,Decreasing
4243,Microgale parvula,Decreasing
4244,Microgale principula,Decreasing
4245,Microgale pusilla,Stable
4246,Microgale soricoides,Decreasing
4247,Microgale taiva,Decreasing
4248,Microgale talazaci,Decreasing
4249,Microgale thomasi,Decreasing
4250,Oryzorictes hova,Decreasing
4251,Oryzorictes tetradactylus,Unknown
4252,Potamogale velox,Decreasing
4253,Setifer setosus,Stable
4254,Tenrec ecaudatus,Stable
4255,Leopardus colocolo,Decreasing
4256,Equus ferus,Increasing
4257,Caluromysiops irrupta,Decreasing
4258,Balantiopteryx infusca,Decreasing
4259,Eumops auripendulus,Unknown
4260,Eumops perotis,Decreasing
4261,Nyctinomops macrotis,Unknown
4262,Dermanura gnoma,Unknown
4263,Thyroptera tricolor,Unknown
4264,Leopardus pardalis,Decreasing
4265,Neofelis diardi,Decreasing
4266,Neofelis nebulosa,Decreasing
4267,Puma concolor,Decreasing
4268,Capra falconeri,Increasing
4269,Dinaromys bogdanovi,Decreasing
4270,Monodelphis scalops,Decreasing
4271,Spalax graecus,Unknown
4272,Spalax istricus,Unknown
4273,Spalax antiquus,Decreasing
4274,Dama mesopotamica,Increasing
4275,Phacochoerus aethiopicus,Decreasing
4276,Ochotona opaca,Stable
4277,Potamochoerus porcus,Decreasing
4278,Hylochoerus meinertzhageni,Decreasing
4279,Lynx canadensis,Stable
4280,Gerbillus occiduus,Unknown
4281,Bos mutus,Decreasing
4282,Calomyscus tsolovi,Unknown
4283,Pan paniscus,Decreasing
4284,Caracal caracal,Unknown
4285,Gerbillus grobbeni,Unknown
4286,Gerbillus jamesi,Unknown
4287,Psammomys vexillaris,Unknown
4288,Crocidura floweri,Unknown
4289,Neotamias bulleri,Decreasing
4290,Moschus berezovskii,Decreasing
4291,Lycalopex fulvipes,Decreasing
4292,Phacochoerus africanus,Decreasing
4293,Acomys subspinosus,Stable
4294,Micaelamys granti,Unknown
4295,Bathyergus suillus,Stable
